Time,Job,Link
2018-04-16 18:13,Architectural Drafter,https://newyork.craigslist.org/que/egr/d/architectural-drafter/6563079495.html
2018-04-16 17:27,Mechanical Engineer,https://newyork.craigslist.org/brx/egr/d/mechanical-engineer/6563033681.html
2018-04-16 15:29,Junior Architect/Draftsperson,https://newyork.craigslist.org/mnh/egr/d/junior-architect-draftsperson/6562904847.html
2018-04-16 15:12,Project Manager [Owners Rep] (High-end Retail & Hospitality),https://newyork.craigslist.org/mnh/egr/d/project-manager-owners-rep/6562884215.html
2018-04-16 14:44,Industrial Maintenance Mechanic,https://newyork.craigslist.org/wch/egr/d/industrial-maintenance/6562850693.html
2018-04-16 14:10,"MEP (Mechanical, Electrical, Plumbing) Project Management Internship",https://newyork.craigslist.org/mnh/egr/d/mep-mechanical-electrical/6562808424.html
2018-04-16 13:53,SENIOR INTERIOR DESIGNER,https://newyork.craigslist.org/mnh/egr/d/senior-interior-designer/6562787039.html
2018-04-16 13:53,Freelance MEP Engineer,https://newyork.craigslist.org/mnh/egr/d/freelance-mep-engineer/6562786606.html
2018-04-16 13:48,Mid Level Plumbing/Fire Protection Engineers (2+ Years and REVIT),https://newyork.craigslist.org/mnh/egr/d/mid-level-plumbing-fire/6562780509.html
2018-04-16 13:42,Electrical Designer and REVIT Modeler,https://newyork.craigslist.org/mnh/egr/d/electrical-designer-and-revit/6562773050.html
2018-04-16 13:39,Jr. Electrical Engineers/REVIT,https://newyork.craigslist.org/mnh/egr/d/jr-electrical-engineers-revit/6562768856.html
2018-04-16 13:07,CAD DRAFTER -DETAILER,https://newyork.craigslist.org/que/egr/d/cad-drafter-detailer/6562727598.html
2018-04-16 13:05,Junior Architect/Designer - Retail Interiors,https://newyork.craigslist.org/mnh/egr/d/junior-architect-designer/6562725955.html
2018-04-16 13:03,Intermediate Architect/Designer - Retail Interiors,https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6562723487.html
2018-04-16 12:10,Structural Engineer,https://newyork.craigslist.org/wch/egr/d/structural-engineer/6562654533.html
2018-04-16 11:42,Field Technician Needed For Monitoring/Engineering Firm,https://newyork.craigslist.org/brk/egr/d/field-technician-needed-for/6562619744.html
2018-04-16 10:37,SHOP DRAWINGS,https://newyork.craigslist.org/fct/egr/d/shop-drawings/6562542221.html
2018-04-16 09:24,Lead Interior Design Positions Available,https://newyork.craigslist.org/mnh/egr/d/lead-interior-design/6562471320.html
2018-04-16 00:46,Solar autocad drafters,https://newyork.craigslist.org/brk/egr/d/solar-autocad-drafters/6562342639.html
2018-04-15 19:25,Asst Construction Project Manager,https://newyork.craigslist.org/wch/egr/d/asst-construction-project/6562171845.html
2018-04-15 12:19,Civil Engineer Site Work/Heavy Construction,https://newyork.craigslist.org/wch/egr/d/civil-engineer-site-work/6561783397.html
2018-04-15 12:17,Project Engineer,https://newyork.craigslist.org/wch/egr/d/project-engineer/6561781392.html
2018-04-15 02:23,Senior Architect / Project Manager,https://newyork.craigslist.org/mnh/egr/d/senior-architect-project/6561565413.html
2018-04-15 02:12,JUNIOR ARCHITECT,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6561563626.html
2018-04-14 22:29,Architectural Drafting,https://newyork.craigslist.org/que/egr/d/architectural-drafting/6561497273.html
2018-04-13 17:12,CURRENTLY HIRING AutoCAD DRAFTER,https://newyork.craigslist.org/que/egr/d/currently-hiring-autocad/6560371986.html
2018-04-13 17:00,Architect,https://newyork.craigslist.org/wch/egr/d/architect/6560358895.html
2018-04-13 16:57,Facade / Building Envelope Engineer or Architect,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6560355507.html
2018-04-13 16:56,Exterior Restoration / Recent Graduate,https://newyork.craigslist.org/mnh/egr/d/exterior-restoration-recent/6560354686.html
2018-04-13 16:55,Facade / Building Envelope Project Architect or Engineer,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6560353505.html
2018-04-13 16:37,Creative Architect/Mechanical Engineer,https://newyork.craigslist.org/brk/egr/d/creative-architect-mechanical/6560334521.html
2018-04-13 15:49,Architectural Draftsperson,https://newyork.craigslist.org/mnh/egr/d/architectural-draftsperson/6560280422.html
2018-04-13 15:44,Architectural Position (Upper East Side),https://newyork.craigslist.org/mnh/egr/d/architectural-position-upper/6560275449.html
2018-04-13 14:50,HVAC ENGINEERS,https://newyork.craigslist.org/mnh/egr/d/hvac-engineers/6560212079.html
2018-04-13 14:30,Facade inspector,https://newyork.craigslist.org/mnh/egr/d/facade-inspector/6560188374.html
2018-04-13 13:56,IMMEDIATE OPENING; LIGHTING DESIGNER AT CREATIVE STUDIO,https://newyork.craigslist.org/brk/egr/d/immediate-opening-lighting/6560147352.html
2018-04-13 12:54,Environmental Specialist,https://newyork.craigslist.org/jsy/egr/d/environmental-specialist/6560069637.html
2018-04-13 12:36,NYS Licensed Architect,https://newyork.craigslist.org/brk/egr/d/nys-licensed-architect/6560048680.html
2018-04-13 10:46,Interior Designer with Procurement experience,https://newyork.craigslist.org/mnh/egr/d/interior-designer-with/6559914382.html
2018-04-12 17:15,Digital Fabricator and Architectural Model Maker,https://newyork.craigslist.org/mnh/egr/d/digital-fabricator-and/6559397176.html
2018-04-12 16:56,Store Development/Development Services Coordinator,https://newyork.craigslist.org/mnh/egr/d/store-development-development/6559378415.html
2018-04-12 16:49,Project Architect (NYCCOM1810),https://newyork.craigslist.org/mnh/egr/d/project-architect-nyccom1810/6559371494.html
2018-04-12 16:40,Architecture Project Manager (NYCCOM1810),https://newyork.craigslist.org/mnh/egr/d/architecture-project-manager/6559361711.html
2018-04-12 16:14,Quantity Surveyor/Estimator,https://newyork.craigslist.org/brk/egr/d/quantity-surveyor-estimator/6559335240.html
2018-04-12 12:16,◄◄  FREE-LANCE SKETCHUP 2018 PROFESSIONAL AVAILABLE FOR YOUR PROJECT,https://newyork.craigslist.org/que/egr/d/free-lance-sketchup-2018/6559058260.html
2018-04-12 10:22,ASSISTANT MECHANICAL PROJECT MANAGER,https://newyork.craigslist.org/mnh/egr/d/assistant-mechanical-project/6558929040.html
2018-04-12 09:37,Expeditor,https://newyork.craigslist.org/mnh/egr/d/expeditor/6558887123.html
2018-04-12 08:17,Construction Super Intendent,https://newyork.craigslist.org/mnh/egr/d/construction-super-intendent/6558834674.html
2018-04-11 15:52,Junior Interior Designer,https://newyork.craigslist.org/mnh/egr/d/junior-interior-designer/6558356722.html
2018-04-11 15:41,Project Supervisor -- $40-50k,https://newyork.craigslist.org/mnh/egr/d/project-supervisor-40-50k/6558344047.html
2018-04-11 15:38,Concrete Testing Field Inspector,https://newyork.craigslist.org/mnh/egr/d/concrete-testing-field/6558341102.html
2018-04-11 15:00,Intermediate Architect,https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6558297700.html
2018-04-11 12:15,Project Manager needed for busy construction company,https://newyork.craigslist.org/lgi/egr/d/project-manager-needed-for/6558099916.html
2018-04-11 11:19,Junior Architect,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6558033225.html
2018-04-11 11:03,Junior to Intermediate Architect,https://newyork.craigslist.org/mnh/egr/d/junior-to-intermediate/6558014739.html
2018-04-10 18:16,Construction Project Manager,https://newyork.craigslist.org/brk/egr/d/construction-project-manager/6557535459.html
2018-04-10 17:08,Architectural/spatial design intern at art studio,https://newyork.craigslist.org/brk/egr/d/architectural-spatial-design/6557469065.html
2018-04-10 16:54,Intermediate Architect/Drafter,https://newyork.craigslist.org/brk/egr/d/intermediate-architect-drafter/6557453808.html
2018-04-10 16:40,Jr. Architectural Designer,https://newyork.craigslist.org/brk/egr/d/jr-architectural-designer/6557438982.html
2018-04-10 16:18,Safety Professional,https://newyork.craigslist.org/mnh/egr/d/safety-professional/6557415719.html
2018-04-10 15:55,Architectural Associate / CAD Drafter,https://newyork.craigslist.org/mnh/egr/d/architectural-associate-cad/6557390287.html
2018-04-10 15:54,Architectural Draftsman,https://newyork.craigslist.org/que/egr/d/architectural-draftsman/6557389672.html
2018-04-10 15:39,Estimator Position,https://newyork.craigslist.org/que/egr/d/estimator-position/6557373030.html
2018-04-10 15:36,Architect/Drafter,https://newyork.craigslist.org/wch/egr/d/architect-drafter/6557369291.html
2018-04-10 15:27,Estimator AutoCAD / Drafter,https://newyork.craigslist.org/brk/egr/d/estimator-autocad-drafter/6557359892.html
2018-04-10 14:59,Service Department Assistant Project Manager,https://newyork.craigslist.org/mnh/egr/d/service-department-assistant/6557327679.html
2018-04-10 14:53,Kitchen and Bath Designer,https://newyork.craigslist.org/mnh/egr/d/kitchen-and-bath-designer/6557320437.html
2018-04-10 13:14,Auto CAD Retail Floor  and Custom Display Designer needed.,https://newyork.craigslist.org/brk/egr/d/auto-cad-retail-floor-and/6557201567.html
2018-04-10 12:42,DOB EXPEDITER,https://newyork.craigslist.org/brk/egr/d/dob-expediter/6557162651.html
2018-04-10 12:32,PM or Intake Coordinator-Design/Architecture/Procurement Background,https://newyork.craigslist.org/mnh/egr/d/pm-or-intake-coordinator/6557149445.html
2018-04-10 11:34,Architect,https://newyork.craigslist.org/mnh/egr/d/architect/6557078737.html
2018-04-10 11:25,Project Architect / Hospitality,https://newyork.craigslist.org/mnh/egr/d/project-architect-hospitality/6557067751.html
2018-04-10 11:13,"Glass Company seeks  Project Manager , Draftsman, and Architect",https://newyork.craigslist.org/brk/egr/d/glass-company-seeks-project/6557053870.html
2018-04-10 11:00,AUTO CAD / CONSTRUCTION ESTIMATOR,https://newyork.craigslist.org/wch/egr/d/auto-cad-construction/6557039005.html
2018-04-10 10:57,Sr. Architect / Classicist Custom Homes,https://newyork.craigslist.org/mnh/egr/d/sr-architect-classicist/6557036467.html
2018-04-10 10:24,Passive House Design and Certification Consultant,https://newyork.craigslist.org/mnh/egr/d/passive-house-design-and/6557001803.html
2018-04-10 08:25,Draftsperson/Designer,https://newyork.craigslist.org/que/egr/d/draftsperson-designer/6556907897.html
2018-04-09 15:24,Landscape Designer's Assistant /Draftsperson,https://newyork.craigslist.org/lgi/egr/d/landscape-designers-assistant/6556376952.html
2018-04-09 15:15,Structural Engineer - junior/entry level,https://newyork.craigslist.org/mnh/egr/d/structural-engineer-junior/6556366219.html
2018-04-09 14:17,Structural Engineer / Field Inspector,https://newyork.craigslist.org/mnh/egr/d/structural-engineer-field/6556296197.html
2018-04-09 13:22,Architectural Metal Cost Estimator,https://newyork.craigslist.org/brk/egr/d/architectural-metal-cost/6556224649.html
2018-04-09 12:49,Electrical Engineer,https://newyork.craigslist.org/mnh/egr/d/electrical-engineer/6556183631.html
2018-04-09 12:43,Plumbing/Fire Protection Engineer,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6556175961.html
2018-04-09 12:00,CLASS 1 FILING REPRESENTATIVE - N.Y.C. D.O.B.,https://newyork.craigslist.org/mnh/egr/d/class-1-filing-representative/6556120507.html
2018-04-09 11:59,Project Architect,https://newyork.craigslist.org/brk/egr/d/project-architect/6556118440.html
2018-04-09 11:15,Project Accountant for Manufacturing and Design Company,https://newyork.craigslist.org/mnh/egr/d/project-accountant-for/6556063611.html
2018-04-09 11:06,Junior Architectural Designer,https://newyork.craigslist.org/mnh/egr/d/junior-architectural-designer/6556053019.html
2018-04-09 10:44,Senior Interior Designer,https://newyork.craigslist.org/mnh/egr/d/senior-interior-designer/6556027628.html
2018-04-09 10:18,Class 2 Filing rep. For NYC dept. Of buildings,https://newyork.craigslist.org/brk/egr/d/class-2-filing-rep-for-nyc/6556000153.html
2018-04-09 09:25,Mechanical Engineer Wanted,https://newyork.craigslist.org/que/egr/d/mechanical-engineer-wanted/6555949018.html
2018-04-09 09:22,Full Time Sheetmetal Drafting Position Available,https://newyork.craigslist.org/que/egr/d/full-time-sheetmetal-drafting/6555946217.html
2018-04-08 21:46,DOB Expeditor,https://newyork.craigslist.org/mnh/egr/d/dob-expeditor/6555734178.html
2018-04-08 12:38,CAD drafter-Structural design,https://newyork.craigslist.org/mnh/egr/d/cad-drafter-structural-design/6555304753.html
2018-04-08 12:19,Junior Designer/Architect,https://newyork.craigslist.org/brk/egr/d/junior-designer-architect/6555287577.html
2018-04-07 08:22,AUTO CAD/DESIGN CAD - CUSTOM WINDOW MANUFACTURER,https://newyork.craigslist.org/que/egr/d/auto-cad-design-cad-custom/6554290988.html
2018-04-06 17:07,Facade / Building Envelope Engineer or Architect,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6553896461.html
2018-04-06 17:06,Civil Engineer Site Work/Heavy Construction,https://newyork.craigslist.org/wch/egr/d/civil-engineer-site-work/6553895021.html
2018-04-06 17:06,Exterior Restoration / Recent Graduate,https://newyork.craigslist.org/mnh/egr/d/exterior-restoration-recent/6553894998.html
2018-04-06 17:04,Facade / Building Envelope Project Architect or Engineer,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6553893570.html
2018-04-06 16:59,Architect,https://newyork.craigslist.org/wch/egr/d/architect/6553888208.html
2018-04-06 15:44,Chinese Architect in Training Position,https://newyork.craigslist.org/lgi/egr/d/chinese-architect-in-training/6553805867.html
2018-04-06 15:22,MECHANICAL DRAFTSPERSON,https://newyork.craigslist.org/mnh/egr/d/mechanical-draftsperson/6553781217.html
2018-04-06 15:07,Executive Assistant to Engineering Owner,https://newyork.craigslist.org/brk/egr/d/executive-assistant-to/6553763982.html
2018-04-06 14:53,SENIOR MECHANICAL ENGINEER,https://newyork.craigslist.org/mnh/egr/d/senior-mechanical-engineer/6553747209.html
2018-04-06 14:33,Architectural Senior Healthcare Designer,https://newyork.craigslist.org/lgi/egr/d/architectural-senior/6553722853.html
2018-04-06 14:31,Engineer In Training Position,https://newyork.craigslist.org/brk/egr/d/engineer-in-training-position/6553721045.html
2018-04-06 13:25,PROJECT MANAGER - FACADE/ROOFING,https://newyork.craigslist.org/mnh/egr/d/project-manager-facade-roofing/6553638955.html
2018-04-06 13:21,Mechanical/Energy Engineer - Audits and Retro-commissioning,https://newyork.craigslist.org/mnh/egr/d/mechanical-energy-engineer/6553634210.html
2018-04-06 13:16,JUNIOR ARCHITECT/ENGINEER,https://newyork.craigslist.org/mnh/egr/d/junior-architect-engineer/6553628688.html
2018-04-06 13:12,DRAFTSPERSON,https://newyork.craigslist.org/mnh/egr/d/draftsperson/6553623465.html
2018-04-06 12:08,Junior Architect-Revit,https://newyork.craigslist.org/mnh/egr/d/junior-architect-revit/6553542114.html
2018-04-06 12:05,AUTO CAD Rebar Detailer,https://newyork.craigslist.org/brk/egr/d/auto-cad-rebar-detailer/6553538386.html
2018-04-06 11:16,Architect,https://newyork.craigslist.org/mnh/egr/d/architect/6553479279.html
2018-04-06 08:26,DOB C/O WORK CLASS 1 or 2,https://newyork.craigslist.org/mnh/egr/d/dob-o-work-class-1-or-2/6553328782.html
2018-04-05 19:38,PART TIME ADMINISTRATIVE ASSISTANT/ JR CAD DESIGNER,https://newyork.craigslist.org/fct/egr/d/part-time-administrative/6553070385.html
2018-04-05 17:43,Construction Project Manager,https://newyork.craigslist.org/mnh/egr/d/construction-project-manager/6552973626.html
2018-04-05 17:41,Assistant Project Manager,https://newyork.craigslist.org/mnh/egr/d/assistant-project-manager/6552971257.html
2018-04-05 16:45,ICT Designer,https://newyork.craigslist.org/mnh/egr/d/ict-designer/6552916230.html
2018-04-05 16:36,CAD DRAFTER,https://newyork.craigslist.org/brk/egr/d/cad-drafter/6552907179.html
2018-04-05 14:47,Use LEGO® to teach kids engineering concepts!,https://newyork.craigslist.org/brx/egr/d/use-lego-to-teach-kids/6552790210.html
2018-04-05 13:38,Construction Administration-SHOP DRAWING/RFI COORDINATOR,https://newyork.craigslist.org/mnh/egr/d/construction-administration/6552708457.html
2018-04-05 13:30,Electrical Engineers with REVIT,https://newyork.craigslist.org/mnh/egr/d/electrical-engineers-with/6552699182.html
2018-04-05 12:23,Freelance or Part-time AutoCAD Drafting,https://newyork.craigslist.org/que/egr/d/freelance-or-part-time/6552617464.html
2018-04-05 12:08,Architect 's One of a Kind Career Opportunity,https://newyork.craigslist.org/mnh/egr/d/architect-one-of-kind-career/6552600422.html
2018-04-05 09:26,Project Architect,https://newyork.craigslist.org/mnh/egr/d/project-architect/6552431148.html
2018-04-05 09:15,Part time + Full Time Architectural job Experienced or Student OK.....,https://newyork.craigslist.org/brk/egr/d/part-time-full-time/6552423010.html
2018-04-05 06:59,Construction Project Manager,https://newyork.craigslist.org/mnh/egr/d/construction-project-manager/6552364172.html
2018-04-05 05:04,Field Engineer - Controls Systems,https://newyork.craigslist.org/mnh/egr/d/field-engineer-controls/6552346366.html
2018-04-04 19:03,Retail Design - Client Side Opportunity,https://newyork.craigslist.org/mnh/egr/d/retail-design-client-side/6552098087.html
2018-04-04 11:57,Project Manager- Millwork Draftsman,https://newyork.craigslist.org/que/egr/d/project-manager-millwork/6551635200.html
2018-04-04 11:44,Drafter Position Available- Bilingual Russian,https://newyork.craigslist.org/brk/egr/d/drafter-position-available/6551619243.html
2018-04-04 11:14,Construction Project Engineer / Project Manager,https://newyork.craigslist.org/wch/egr/d/construction-project-engineer/6551584307.html
2018-04-04 10:58,Intermediate/Senior Architect,https://newyork.craigslist.org/mnh/egr/d/intermediate-senior-architect/6551565755.html
2018-04-04 10:26,Project Architect,https://newyork.craigslist.org/lgi/egr/d/project-architect/6551532350.html
2018-04-04 10:09,"Expediter, PM",https://newyork.craigslist.org/brk/egr/d/expediter-pm/6551515753.html
2018-04-04 07:54,CAD / CAM Operator,https://newyork.craigslist.org/wch/egr/d/cad-cam-operator/6551425683.html
2018-04-03 18:31,Senior Structural Engineer - Buildings and Infrastructure,https://newyork.craigslist.org/mnh/egr/d/senior-structural-engineer/6551113476.html
2018-04-03 17:54,Designer/ Draftperson,https://newyork.craigslist.org/que/egr/d/designer-draftperson/6551078921.html
2018-04-03 15:58,Project Manager - PETERSON GEOTECH,https://newyork.craigslist.org/mnh/egr/d/project-manager-peterson/6550957142.html
2018-04-03 15:45,ARCHITECTURAL INTERIOR DESIGNER,https://newyork.craigslist.org/mnh/egr/d/architectural-interior/6550943223.html
2018-04-03 12:18,Junior Architect,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6550692885.html
2018-04-03 11:18,Full time Designer,https://newyork.craigslist.org/mnh/egr/d/full-time-designer/6550618407.html
2018-04-03 11:15,In-House Junior Designer - Commercial projects,https://newyork.craigslist.org/mnh/egr/d/in-house-junior-designer/6550614668.html
2018-04-03 11:07,INTERMEDIATE ARCHITECTS,https://newyork.craigslist.org/mnh/egr/d/intermediate-architects/6550605973.html
2018-04-03 11:06,SENIOR ARCHITECTS/PROJECT MANAGERS:,https://newyork.craigslist.org/mnh/egr/d/senior-architects-project/6550604545.html
2018-04-03 10:42,Project Architect (High-end Retail & Hospitality),https://newyork.craigslist.org/mnh/egr/d/project-architect-high-end/6550578083.html
2018-04-03 10:40,Project Architect - Retail Restaurant or Café,https://newyork.craigslist.org/mnh/egr/d/project-architect-retail/6550575904.html
2018-04-03 09:57,Project Manager & Intake Coordinator - Design/Architecture background,https://newyork.craigslist.org/mnh/egr/d/project-manager-intake/6550532368.html
2018-04-02 21:53,Structural Engineer - junior/entry level,https://newyork.craigslist.org/mnh/egr/d/structural-engineer-junior/6550285373.html
2018-04-02 17:21,Project Manager - Expediting Firm,https://newyork.craigslist.org/que/egr/d/project-manager-expediting/6550050623.html
2018-04-02 17:21,EXPERIENCED CONSTRUCTION COST ESTIMATOR,https://newyork.craigslist.org/brk/egr/d/experienced-construction-cost/6550050187.html
2018-04-02 16:11,Engineer - MUST be AWS/ ICC Certified!!,https://newyork.craigslist.org/mnh/egr/d/engineer-must-be-aws-icc/6549971789.html
2018-04-02 15:34,Project Architect(s),https://newyork.craigslist.org/que/egr/d/project-architects/6549928821.html
2018-04-02 14:35,PROJECT ENGINEERS NEEDED FOR ARCHITECTURAL FABRICATOR,https://newyork.craigslist.org/brk/egr/d/project-engineers-needed-for/6549855941.html
2018-04-02 13:49,"Estimator: Drywall, Ceilings, Carpentry and Millwork",https://newyork.craigslist.org/mnh/egr/d/estimator-drywall-ceilings/6549797802.html
2018-04-02 13:13,ASSISTANT MECHANICAL PROJECT MANAGER,https://newyork.craigslist.org/mnh/egr/d/assistant-mechanical-project/6549752161.html
2018-04-02 13:03,Structural Engineer,https://newyork.craigslist.org/que/egr/d/structural-engineer/6549739604.html
2018-04-02 13:02,Architectural Designer,https://newyork.craigslist.org/que/egr/d/architectural-designer/6549738099.html
2018-04-02 12:22,Craftsman Apprentice - Production Technician (Allied Maker),https://newyork.craigslist.org/lgi/egr/d/craftsman-apprentice/6549686197.html
2018-04-02 12:11,Bridge Inspection Assistant Team Leader,https://newyork.craigslist.org/brk/egr/d/bridge-inspection-assistant/6549673223.html
2018-04-02 11:56,Bridge Inspection Team Leader,https://newyork.craigslist.org/mnh/egr/d/bridge-inspection-team-leader/6549653451.html
2018-04-02 11:04,"Full-Time ""Estimator"" Needed for High End Custom Glass & Metal Co.",https://newyork.craigslist.org/brx/egr/d/full-time-estimator-needed/6549589304.html
2018-04-02 10:56,Junior Architect,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6549579531.html
2018-04-02 10:54,Top Expediting Firm- Immediate Full time Openings- Excellent Benefits,https://newyork.craigslist.org/mnh/egr/d/top-expediting-firm-immediate/6549576855.html
2018-04-02 10:25,ESTIMATOR - DRYWALL & CEILINGS,https://newyork.craigslist.org/brk/egr/d/estimator-drywall-ceilings/6549545548.html
2018-04-02 08:24,Architect Intermediate,https://newyork.craigslist.org/mnh/egr/d/architect-intermediate/6549452466.html
